sequence,score,labels,real_class
Just learned that ï½International Creativity and Innovation Dayï½ is on my birthday ï½ WolframAlpha,0.2258845418691635,relief,positive
When is the announcement I suspect I wont get to hear it live this year The 30 software is already pretty hott,0.40322989225387573,relief,negative
More than halfway through my OJT I need to get my midpoint review papers passed by Tuesday,0.07301326841115952,relief,positive
Ive got such a killer headache,0.7019047737121582,panic,negative
Looks a little small there,0.5277381539344788,shame,positive
Just landed Vacay over GO WINGS,0.15115153789520264,relief,negative
same to you,0.6955183148384094,sympathy,positive
awesome Will definitely be praying for you as you prepare for that,0.7030159831047058,sympathy,positive
controlling stakeshare n ï½ a Nhng golden share cng lï½ another option,0.4970625936985016,relief,positive
has hanami with japanese class today is said because maias not gonna be there,0.11230140179395676,wonder,positive
Yeah they really crack me up,0.7118110656738281,rage,positive
Hey Joe what is the website Im having issues,0.03679957985877991,wonder,positive
Thanks,0.7645671963691711,relief,positive
Richard Windsor and partner Emily are the new FMS Trivia Contest champions Rad n Sandy go down,0.15431854128837585,rage,negative
aye well im awayy so im absolved of all responsability,0.02964729443192482,shame,positive
thx ok yeah thats what i thought saw quotbullet expressquot infomercial ystrdy a food processor amp juicer 2 good 2 b true,0.5581406354904175,relief,positive
lisenin to pink woo,0.348317950963974,sympathy,positive
he won breast stroke and the 50 free,0.5299882292747498,satisfaction,positive
Working 12830stop by and get your season pass,0.3949499726295471,relief,positive
OH I need a nap before work it wont happen,0.6216834187507629,relief,negative
posted the pictures of CookArchuletas Concert in multiply,0.6648216247558594,relief,positive
hot fireman isnt a nice drunk Im quite sad,0.7182621955871582,sadness,negative
no dont thank again I send so many sometimes I dont know which end is up as 4 the pic honestly cannot rememberI hav,0.508514404296875,relief,positive
Sweden Denmark 01 no world cup next year,0.25936371088027954,relief,negative
At MHT Wishing other people were here with me,0.5788920521736145,sympathy,negative
I dont know anyone whos on twitter Just followin ppl,0.3653865456581116,relief,negative
Perfect weather 4 a raceIm jealous but super excited to volunteer,0.700253427028656,sympathy,positive
iss finished now,0.5645727515220642,relief,negative
yea duh And bridge to terabithia is sad,0.4749002456665039,sorrow,negative
Gorgeous day here Getting ready to go for a long drive enjoy your Sunday,0.43646207451820374,satisfaction,positive
Got everything ready for boot sale tomorrow was bloody hard work Please dont rain,0.5254133939743042,sorrow,negative
That would be awesome I hope yall get the house with the pool too,0.5750249624252319,satisfaction,positive
Fomos na LDS em Melbourne,0.37251219153404236,relief,positive
aww girl people just want free things,0.7604118585586548,satisfaction,negative
I couldnt donate blood today my iron was too low at a 36 needed a 37 Oh well maybe next time,0.633703887462616,relief,negative
job issues,0.005939963739365339,satisfaction,negative
I wish I were still at the park,0.5451435446739197,sadness,negative
but then I will have no1 2 act foolish with,0.5428728461265564,shame,negative
is wonderign why when Davod finally comes to England near where I live he doesnt arrange to meet up,0.2931737005710602,sorrow,negative
Too much ice cream,0.7462117671966553,satisfaction,negative
is dizzy again,0.760398805141449,terror,negative
aww sowwy i didnt mean 2,0.4625912308692932,sympathy,negative
Storm chasing for me today doesnt look promising Storm probability seems to have moved into Iowa too far to drive,0.4447643458843231,terror,negative
Needled 247 amazing song to headbang to,0.5913317799568176,relief,positive
of courseeveryone does,0.4247625172138214,relief,positive
Elephant Phyo Phyo gave birth about an hour ago to baby All went fine For more cuteness go here,0.4491302967071533,wonder,positive
Naw Love you Kezzyboo Bring on the cheese,0.720730185508728,sympathy,positive
cara puro amor ok quotUnexpectedly Garyâs hand strained towards her quot suspirei,0.5370567440986633,sympathy,negative
Trust him nuff 2 let him throw them up in the air and forget 2 catch therefore dropping them That concertwas amazing,0.5772476196289062,relief,positive
english assignment and hungry,0.4941105544567108,satisfaction,positive
Thx to Coldplay for the free album download,0.7363447546958923,relief,positive
Watchin Wild Child x,0.06340088695287704,relief,positive
Let the rain fall down and wake my dreams Let it wash away my sanity Cuz I wanna feel the thunder I wanna scream I lt3 the rain,0.7054284811019897,terror,positive
is missing so many thing,0.44095179438591003,sorrow,negative
you just need to tweak it My term is 85 opaque black amp old school terminal green font thats large enough for me to read,0.604893147945404,relief,positive
im sorry but its better to just let go of all of beths crap amp try to move on youve gotten hurt so much cuz of her,0.6688159704208374,sorrow,negative
Awww poor baby misses his mommy,0.7904772758483887,sadness,negative
oh thank you thats sweet of you Did you see my drunken hubby at the Cat Club thursday he couldve shown you pix of him,0.3799627125263214,satisfaction,positive
Hmm Maybe but the end result is good so keep moving Me Im just waiting TO move,0.6268472075462341,satisfaction,positive
Cubs reds game is way better than serendipity or hot date minor league filth Twitpic coming Itouchno camera,0.3367418348789215,rage,negative
Im so jealous youre there was suppose to go now Im stuck at home bored,0.6928523182868958,sadness,negative
Hahaha Well Tina good job then xD i know ashley and gabby added him,0.1737455129623413,sympathy,positive
meee tooo,0.6265261769294739,relief,negative
I know I was wtching the game with my son then switched over to the astroswho r also losing,0.47659364342689514,relief,negative
Iight now,0.47514572739601135,relief,positive
i swam got darker hung out with the bestiethis day cant get better but it can and just did get worse,0.6864983439445496,sadness,negative
Good morning How are you,0.2860681116580963,satisfaction,positive
casey cant go no stalks tonight i wanted to bring something up with kim toohaha,0.1838788390159607,wonder,negative
Someone come nap with me,0.6306902170181274,relief,negative
coming to America,0.4530985951423645,sympathy,positive
It is so taunting that trending topics are Sims 3 AND the Palm Pre Two things I want reallllllly bad,0.590455949306488,relief,negative
Chillin at homeboooooored Cabin fever Yeah pretty much being sick sux,0.762643039226532,sadness,negative
only 350,0.3105759024620056,rage,positive
helping my brother renovating my bathroom,0.41220080852508545,relief,positive
hello Miley are you in Bahamas now enjoy your holiday,0.41774705052375793,sympathy,positive
I saw a box full of Star War miniatures todaythere was like 1000 Princess Leiabut no Chewbacca,0.5746689438819885,wonder,negative
willow bend I just left Im about to do kalyas hair,0.22564701735973358,wonder,negative
LOL were watching the same thing again,0.42792996764183044,relief,positive
I wanna barkhunt but I dont know how,0.6147158145904541,terror,negative
I am going to watch some movies,0.4182068109512329,relief,positive
marks amp spencer cupcakes yum,0.6103054285049438,sympathy,positive
This night I have the honor to pick up my sis and her friend from Rock am Ring So not looking forward to the traffic,0.35563531517982483,sympathy,negative
Sounds like the kind of thing Id do too,0.5126283168792725,relief,positive
Morning pplzahhh toony woke me up early as usualanybody goin 2 church 2daypray 4 me,0.1725936383008957,relief,positive
hes 2 I cant believe Im a mom either It was not planned LOL Hes a ball of fire like his mom aw you came last week,0.5034329295158386,rage,negative
I have purchased some las vegas buttons schweeet and also some gorgeous koi carp fabrici love quilt shows,0.6062012314796448,sympathy,positive
Work at 4 Going back to bed,0.4297623634338379,relief,positive
Take me to Bristol please,0.46160152554512024,sympathy,positive
Sad to see Scott is a Democrat,0.6925865411758423,shame,negative
poker is my new profession haha decided,0.2006724774837494,satisfaction,positive
Crazy Wolfarms result for quotlovequot,0.7125315070152283,relief,positive
Have my number and warming up Tolerable rain so no overheating,0.6587175726890564,relief,positive
awh thanks hunlt3 im gonna really need it,0.3411218225955963,satisfaction,positive
I hope she didnt suffer too much Now your focus needs to be to care for you and your family You need TLC now,0.6316522359848022,sympathy,positive
Vou ter que usar roupa social,0.009432204999029636,relief,negative
ok we get the message dun have to say 4 times,0.46529629826545715,relief,positive
what up woman how was ur bday thnx 4 the invite was crazy work this week couldnt make it,0.2767079472541809,sorrow,negative
says this is a great handmade mini memo dont you think,0.7029206156730652,relief,positive
Have a headache,0.7760187387466431,panic,negative
Getting ready for last Sat performance of quotMy Favorite Yearquot at Broadhollow in Elmont getting mistyeyed,0.7163681983947754,sadness,negative
I wasnt sure of 21st century breakdown at first but everytime i listen to it it gets better on my dinner for another 4 mins,0.44728076457977295,relief,positive
Awake just in time for dinnerampamp feelin pretty hurtin,0.751828670501709,sadness,negative
Yeah except for the fact Ill have to go out alone since he wont be there at all,0.32042646408081055,relief,negative
We were playing marco polo yesterday in the room with blown up mattresses and he pinned me to a wall and wouldnt let up Hah,0.5952919721603394,rage,positive
I know you could I thought you were going to then my fish wouldnt have come out the way it did Smileys ok though,0.5947548747062683,sympathy,negative
sino in charge sa tweets dito nangaasar pa rin oh what more kung live kaya di ko kaya,0.04724852740764618,wonder,negative
Having a break from coursework,0.18515688180923462,relief,positive
Love u too Schnelly the BB I feel deprived Im missing everythang n sighs,0.6365137696266174,sadness,negative
yes but you get the gorgeous countryside as well,0.532311201095581,wonder,positive
fuck guess i missed foreign exchange last nite,0.31625524163246155,relief,negative
im officially at home for the night,0.144281804561615,relief,negative
Chillin at home Jus got my baby back from here father so we jus chillin,0.5869069695472717,sympathy,positive
Anyone have tips on how to get a fever to break quicker Tried everything I know amp its still around,0.5944236516952515,panic,negative
Is out with the girls for the last saturday n Athens Shout of to all the seniors,0.39831823110580444,sympathy,negative
time to download,0.6035656929016113,relief,positive
I know I want tobut I know I cant,0.4747154116630554,satisfaction,negative
I triedthey were out of Peanut Butter Sorry,0.7089290022850037,sympathy,negative
youre not selingg tugasnya gmana btw haha,0.016758227720856667,sympathy,positive
how many times will get beat over his glove side tonight I cant watch no more Fleury gets booted to the bench,0.46460336446762085,sorrow,negative
Im gd bbe bored as hell tho NoTHING to do here _,0.6949060559272766,sadness,negative
I hope so too Thanks for the vote of confidence,0.706386148929596,satisfaction,positive
is sooo bored Im watching the american idol marathon,0.6750206351280212,sadness,positive
shower getting ready competative plays be there hudson high school auditorium 2 pm text until then,0.5076227188110352,relief,positive
Good on the Blues,0.7157105207443237,relief,positive
thought you was going to bed dude,0.6200380325317383,sadness,positive
No me I understand if they beat me though they should win,0.5406903028488159,satisfaction,negative
Day off sitting at the housegoing to dads later,0.5809640288352966,relief,positive
going to see star trek today wierdly excited,0.7153632640838623,satisfaction,positive
More pics of this sunrise on my blog btw,0.48554760217666626,relief,positive
Takin this bottle 2 the dome 4 Deonte RIP,0.503135085105896,relief,negative
Gets the sads Looked at budget amp realised I cant move unless its to a jobor living rent free huh Apparently I live in the neg pw,0.30130335688591003,sadness,negative
had so much fun last nightAnd found out that my Norwegian friend actually knows Alexander RybakHow randomHes really weird apparently,0.20970973372459412,wonder,positive
No lol But i caught up on my sleep though,0.5808991193771362,relief,negative
PS New Video Up In 30 mins,0.0031640410888940096,relief,positive
consuming large amounts of caffine in coffee or hot chocolate form who doesnt want to do that,0.38492733240127563,sorrow,positive
Just finished moving most of my stuff out my loftIm really going to miss life on Peters street,0.4781454801559448,sadness,negative
Hi Kim sent you an email with a correction and have a few suggestions too,0.47283926606178284,relief,positive
so the rules were they had to have on a white shirt and a diaper how did he get disqualified,0.4564042389392853,shame,negative
Im making breakfast egg muffins by the dozen Great for busy mornings They smell yummy,0.5566799640655518,satisfaction,positive
Probably its worth a try,0.579929530620575,satisfaction,positive
Up out and abt with NIKKI,0.42900580167770386,relief,positive
No idea which skill to dooo,0.5341001749038696,wonder,negative
ticets for it LOL maybe mean but i couldnt stand it She know one song i mean so annoying and she said she was just as,0.557174801826477,sympathy,negative
did it dissappear It was up earlier Grrr,0.5426104664802551,relief,negative
Upside down,0.7445750832557678,relief,negative
though Im sad we didnt get to talk yesturday,0.5643936395645142,sorrow,negative
cheer up butter cup Miss ya miss ninja I stayed up watching infomercials 100,0.5535378456115723,satisfaction,negative
All good Marvin Gaye makes it all fine,0.6209288835525513,satisfaction,positive
Its frustrating to know that i need to do this 8pg review pack for math in order to still exempt if i skip it my average is 8945,0.3649958074092865,relief,negative
you are a bad bad man,0.735122561454773,shame,positive
wheres my bear,0.7596766948699951,terror,negative
Thank you so much and Im surprised by Spain The background of the tage was awsome amazing performance and pretty singer,0.48531776666641235,satisfaction,positive
im sorry i know that doesnt change things but ive felt your pain many times lol,0.7315506935119629,sorrow,negative
Going to Cheddars,0.49247637391090393,relief,positive
does anyone want to be my friend Ive got no friends on here,0.5910720229148865,sympathy,negative
alright off to work on my fitness yet againthen sleep for work tonight blah have a great day my bsb bitches ktbspa,0.33440473675727844,relief,positive
boo hahha ill take any pebble ahhaha itll be cool to paint on it and write Massachusetts wouldnt it,0.6066735982894897,sadness,negative
if its not then its still fun to chat with somene thats a fraud,0.4860776364803314,shame,positive
Red Bull Street ParadeAWESOME and Vettel was super nice lt3,0.5371828675270081,relief,positive
Well right now Im in Washington Im cold Im at work telling a bunch of cops where to go Id rather be in NZ,0.40273186564445496,sorrow,positive
LOL Actually I am watching pirates of the carribean So happened to flipped to star world,0.7698039412498474,terror,positive
5 0 redwings after 2 periods go pens,0.3964869976043701,relief,negative
thats fine thank you for doing that for me,0.6545349955558777,satisfaction,positive
GIVE ME BACK MY MONEY YOU THIEVING FRAUDULENT BASTARDS who hacked into my bank account please give me back my money,0.547877848148346,terror,negative
made a cake earlier just a simple Vicky sponge,0.6397907137870789,wonder,positive
thanks i was trying to make her stare the focus of the icon nice catch there,0.6669957637786865,relief,positive
pcs are very frustruating and ruin flashdrives,0.5209107995033264,relief,negative
Good morning all Spent yesterday off the grid with Laura and finished up a lot of wedding stuff,0.04965316504240036,sorrow,positive
No lychee sake ranch 99 for moi guess Im not the only one who knows about the,0.6147406101226807,sympathy,negative
just got off work Not enough hours Looking for another job,0.39277583360671997,relief,negative
sending advil your way,0.7556256055831909,relief,positive
no dont have the money to buy the ticket and not even ride to go either way Are you,0.34706541895866394,relief,negative
Congrats hun im so glad you have your longed for little girl in your arms Is ok if i tell the Den,0.5665939450263977,sympathy,positive
Not the same without maxines banter eh lol,0.7238353490829468,sympathy,negative
omg whyyyy Why are you done Nooooo Ill miss you,0.5015004277229309,sympathy,negative
yay Today is gonna be a fun day Im excitedd,0.658585250377655,satisfaction,positive
DAMMiT T0DAy N0THiN WENT My WAy HAD N0 FuN N M0 T0 CuM xP,0.002547448268160224,wonder,negative
Just been emailed by someone Ive unfollowed asking why That is weird If I unfollow you please dont do that Its just a time thing,0.19782233238220215,relief,positive
had the most amazing Pear Tarte Tatin w Chestnut icecream Royal George Hotel Kyneton too lazy to make it all the way to Dayelsford,0.4239804148674011,wonder,positive
wants to go to the mall,0.4232313930988312,relief,negative
Ugh at a family graduation lunchdinner Bored,0.697012722492218,sadness,negative
idk where that is Im in redlands,0.4894362688064575,relief,negative
Looks a little like a heart attack waiting to happen,0.7892066240310669,terror,positive
I tried to nominate you on that twitter hotee thing but I dunno how,0.13128942251205444,relief,negative
biking over to metro park on the east side,0.32780778408050537,relief,positive
my boyfriends sexy band,0.5694925785064697,rage,positive
you will can ya pm me the story,0.4315519332885742,relief,positive
I actually did a shitload of homework today Go me,0.16990253329277039,relief,positive
well i lead a very very insular life,0.34016650915145874,sadness,positive
I cant wait too I want to hear the new songs Wow youre amazing,0.6118224263191223,wonder,positive
put it back on I need to tweet the words and you will have no idea,0.42592644691467285,relief,negative
i was sick that night sorrybut it looks like i got the sand out and karma got your tonsils after mine haha,0.7274550199508667,sorrow,positive
you guys thats probably the only message Ill get amp the odds arent high that will follow me My high is starting to go down,0.4249977171421051,sympathy,negative
My haiirrrr Ok Im About to cry they cut my hairr so much I want my lonnggg hair back NOW,0.6778332591056824,sadness,negative
Ministry of Agriculture and Forests they keep taking my catnip from the mail and burning it Mean MAF,0.6623990535736084,sympathy,negative
OI Seriously demented pic I looooove I want those capris checked pants are the zaniest methinks waitogo G,0.5460265874862671,terror,positive
oh man if i would i could Haha I would DIE to see kris on that huge stage,0.47709178924560547,sadness,positive
dshep04 the link doesnt work cant see your tat,0.030668023973703384,relief,negative
Just done 10k on a wet and windy walthamstow marshes Feel like ive been in a washing machine Has woken me up tho,0.5071298480033875,relief,positive
yes I do We called the Chicago Marriott Downtown Magnificent Mile and they said they were booked solid,0.35845720767974854,relief,negative
of course it lets all the perverts come out to play,0.7506459951400757,terror,positive
lol nope sadly my mama is 1000 miles away haha but i could see how you would think that i should of worded it better,0.4718259572982788,sadness,positive
yes have a good kip and just in case happy birthday again,0.6762813925743103,satisfaction,positive
WOW 7 times One time at Iluma practically made not just my day but my entire year HAHA Welcome back,0.44717592000961304,relief,positive
The dream I had a simple fantasy that I wish was reality,0.757297933101654,wonder,negative
meee too,0.6846869587898254,sympathy,negative
umm Star Trek nah jokesss Think of all the good things that will come out of your concentration and hard work,0.3403039574623108,shame,positive
they wont care anyway its twitter you can just say youre doing noundiessunday,0.2316771000623703,relief,positive
have German students here when they need to revise for Maths tomorrow,0.1363934427499771,sorrow,positive
YAY AUDITIONS TODAY,0.20111656188964844,relief,positive
LOL I know how u feel bit Im the same 4 JB ill help u but seriosly iv never seen a bigger fan of her than u lol,0.5477443337440491,sympathy,positive
Feels like such an ass for not just trusting her best friend and listening to that idiot woman Im superdy sorry ILoveYouLotsh,0.5526278614997864,sympathy,negative
Watching MySpacEscobar try and come back Suck with only one eye,0.15457892417907715,relief,negative
Good morning everyone,0.26791104674339294,sympathy,positive
i wish i was with u,0.522854208946228,sympathy,negative
I got a really bad sun burn and was only out for a little bit It really sucks Im gettin skin cancer for sure,0.4808277487754822,sorrow,negative
Do I use too many smiley faces,0.7274019122123718,sympathy,positive
Rather gutted that the eventual General Election looks like it will be won by the Tories Was hoping for a hung parliment,0.6905085444450378,sadness,negative
eatin some good fish cake i really miss being back home,0.6546556353569031,satisfaction,negative
I love Pnks music now,0.4085773825645447,satisfaction,positive
I can check and see if that usernameemail addr is still available,0.07161343842744827,relief,positive
its never too hot for hot pot,0.7443781495094299,rage,positive
Looks good so far,0.7696627378463745,satisfaction,positive
ur already my friendbut Im not ursu never talk back,0.48423275351524353,sympathy,negative
Because u have a kind hearted soul,0.7393674254417419,sympathy,positive
can you send a flyer through to me and I will promote,0.6601611375808716,relief,positive
Have a beautiful Sunday,0.502488911151886,sympathy,positive
im just going to continue to drink that should keep me up,0.5111140608787537,sorrow,positive
dude you rocked it Great stuff man Stay in touch,0.5847989916801453,satisfaction,positive
Cobra Starship Amazing if I have not said already gt Guilty Pleasure amp The City Is At War xx,0.6977953910827637,wonder,positive
YOU CANT SIT WITH USSS LOL seriously though____ getting on my last nerve but im nice so ill be lame about it,0.5394666790962219,sympathy,positive
Not my birthday but one day Ill be going alone though,0.13574911653995514,sorrow,negative
i am on aim,0.6466759443283081,relief,positive
Is awake getting ready for church Slowly but surely,0.44823509454727173,relief,positive
About to go race gokarts fun,0.6034570932388306,wonder,positive
Im sorry if i was super worried concern and cared so much I didnt know you left your fone I know its my fault,0.4222671389579773,sympathy,negative
There is party my home Aint happy enough I want study 2morow have exam til saturday Uhgbored,0.24619035422801971,satisfaction,negative
This guys really know how to bring a girl down after vacation waitTo RoxieI love you KV there Better,0.41854631900787354,sympathy,negative
Looking forward to seeing Agassi and Stefi play under the roof at Wimbeldon,0.35398438572883606,satisfaction,positive
Enjoying your tweets very much Tom Xx,0.3521559238433838,satisfaction,positive
it will be a fantastic ss season this year sretsis karen gail maise karla and the maximillia line,0.20463885366916656,sympathy,positive
listening to Cutaways album reviving my love for whistling,0.6825201511383057,satisfaction,positive
is sick with a coldits just getting worse as the day goes on,0.6659802794456482,sorrow,negative
I just received a birthday present from,0.4699397683143616,sympathy,positive
Hmmmmy son took the cap on and off my USB memory key earlier And bent it a bit I snapped back together but now it doesnt work,0.3998165726661682,relief,negative
THERE IS GOING TO BE A FREAKIN RODANT KILLER ON THE LOOSE and yes that is me yelling,0.6037170886993408,rage,positive
is so bored amp doesnt know what to watch,0.7140009999275208,sadness,negative
Really tired at church Hanging out with Alisha today,0.5926914811134338,sadness,positive
Were watching eurovision tonight so we wont be on for long But we do want to give something away before we go,0.5009831190109253,relief,positive
Interesting,0.7631881833076477,wonder,positive
closed SON,0.567684531211853,relief,negative
yeah our version of international is including Canada Tho the basketball hockey and baseball have a few foreigners,0.4894828200340271,sympathy,positive
i hate going shopping when i cant buy anything,0.4714865982532501,sorrow,negative
I really didnt want to wake up from my nap,0.5995170474052429,relief,negative
Support the revolution1 Buy a shirt,0.7356831431388855,relief,positive
RP started cheesy 4 me was much better by the end SO excited 2 c Andrew McCarthy in the sneak peeks I miss Lipstick Jungle,0.4562170207500458,rage,negative
whos he i find it soo cute what you say specially its the reality,0.6630923748016357,sympathy,positive
Overall I liked the album Although I do like the synthelectropopy thing Apologies for annoying with the stupid amount of tweets,0.42513561248779297,satisfaction,negative
When we came out I was the sick one now everyone else is borked and crying off home and Im raring to go Saturday night fail,0.5908731818199158,sorrow,negative
Sometimes youre lucky the AC adaptor from an old router I dont use fits the QY70,0.6356467604637146,relief,positive
is gettin so frustrated designing tattoos but am so blockedcant get whats in my head onto paper hasnt happened in ages grrr xxx,0.539487361907959,sadness,negative
thanks for telling me,0.6219094395637512,relief,negative
that is dedication to run in the rain,0.5737630128860474,sympathy,positive
ughhhhh i have work later at 3 pm x 8765432389785675 sad faces,0.5893513560295105,sadness,negative
Dont look at my face,0.39111196994781494,relief,positive
i wanted you to win idol,0.7184270620346069,sympathy,negative
112 days left in the States,0.150075763463974,relief,negative
Just Cut the Grass Went to the mall and got a lot of nice stuff Bummer the Yankees Lost today,0.47547897696495056,sorrow,negative
schools out for summer,0.12522654235363007,satisfaction,positive
cool very nice looking site I like clean designs like that Dont forget you can add your shop items to naturalbornshoppercouk,0.5827379822731018,relief,positive
just got back from a long walk Good excercise,0.5981777906417847,satisfaction,positive
you just replied to yourself Im glad Im not the only one who does that,0.48986271023750305,sympathy,positive
Im SHOCKED by todays rain Le what is going on I could hardly drive earlier Just walked home and its horrid,0.6020309925079346,sadness,negative
uhgugh shoot me in the face Im bored my cat wont stop crying for attention and I miss Wade,0.6363232731819153,sadness,negative
You fucking roooooccccccccckkkkkkkkkk,0.551886796951294,rage,positive
okay well we better do something Its been waaayy too long,0.36777377128601074,sorrow,negative
quotoNe MoRe MiNuTe To TaKe QuiZzeS PiCK MY 5 oN LiViNGSoCiaL FaCeBooK THeN Go To SLeePquot,0.020645443350076675,wonder,positive
Both of my cheeks are swollen idk what he even did to my teeth But theyre clean as fuck Hes bouta show us his ballin as house Hmm,0.5387330651283264,sorrow,negative
K was in a tunnel and now I have my service back woo hoo,0.6115347743034363,relief,positive
Good luck I did reading tekst 2006II and I would already have a 5 didnt even do the summary yet o And I made many mistakes,0.5697910785675049,sympathy,positive
Im in love with a fairytale,0.7505876421928406,wonder,positive
eating sandwitches i want a date,0.6186696887016296,sympathy,positive
Hola Good Aftee Whos on,0.0013978650094941258,relief,positive
it makes me sad when I look at my phone amp see my yellow juicy couture cover is sorta stretched maybe its time to switch the color,0.7064250707626343,sadness,negative
Are you sure Im worried hugs,0.7699800133705139,sympathy,negative
Six straight hours of coding Now time to do some writing No Andy Griffith tonight to end my day,0.4175839424133301,relief,negative
Im PHPing a script for BBPress and off out for lunch later,0.021416347473859787,relief,positive
A beautiful sunday it is how r all the tweethearts out there,0.4448246955871582,relief,positive
LOL Guinness scares you Why p Im doing okay just mourning the death of my PC earlier today,0.7102189064025879,sadness,negative
tonight a 440am well technically its tomorrow,0.18214178085327148,relief,positive
Just finished my practice LSAT not to happy with my score I need to bump it up,0.4814528822898865,satisfaction,negative
hopefully one day it may be showed at a scifi film festival I can only hope,0.46003293991088867,wonder,positive
thanks not home in Indy yet home in Phoenix one more week out here,0.5414102673530579,sympathy,positive
im sorry whys that theres also going to be lallapoloza sp which idk if i want to go since its all quotthosequot artists,0.44089531898498535,sorrow,negative
heading into Toronto in a bit going to the Olde Spaghetti Factory for dinner mmmmmmmmmmmm,0.5031828880310059,satisfaction,positive
I am DEPREsSED Dan today,0.0014476730721071362,relief,negative
As a reward you may download a free copy of EmailUnlimited on,0.7001055479049683,relief,positive
Chipotle yummmm but now sitting in traffic on the 91,0.4950213134288788,sympathy,negative
Drawing on the computer is hard,0.4941423535346985,wonder,negative
no that i would also do anything to meet pink amp ellen but thats anyways haha,0.35739871859550476,sympathy,positive
About 20min from BR which means an hour and 20min from home,0.37372633814811707,wonder,positive
nickj what about miley HUUUUUUUUH,0.2031145542860031,rage,negative
YAY Victoria Day tmrw so NO SCHOOL Im gunna go to my friends house to work on the History Fair Project tmrw Its gunna be fun,0.43833592534065247,relief,positive
omg my cousins are coming last time they were here i got yelled at because i wasnt all lovey dovey because I DONT KNOW THEM shoot me now,0.4706271290779114,sympathy,negative
Hey girl DM me on Sunday You know U love me,0.2684517800807953,sympathy,positive
That stinks sorry to hear,0.7547605633735657,sadness,negative
ooo 4s amp 3s or just standard dominos Hope youre not cheating poor Mabel again,0.5208351016044617,sympathy,positive
wants to stay on the comp but mom keeps telling me to get off,0.4973985254764557,relief,negative
Taylor Swift The Best Day this is probably the best song I have ever heard it made me cry,0.746292769908905,sadness,negative
NUMBER ONE PLEASEEEEEEE,0.11788695305585861,relief,positive
is ahhhh Im an emotional drunk help memom dont judge me,0.6805676817893982,sadness,positive
Im fine too Yes Surely then I will rest But soon I have lunch so I wait for that,0.5929521918296814,relief,positive
taking the sims 3 back tomorrow so bummed i guess ill stick to sims 2 is there much difference anyway,0.582206666469574,sadness,negative
is that like the sequel to Mathematica I like a lot of what that guy does Seems to be a bona fide genius,0.5500777959823608,wonder,positive
Had a great eurovision night with Mike amp Now time for leftover brownies for breakfast,0.46181535720825195,relief,positive
So I dont have REAL friends no1 2 watch herso Im mom on duty all the time Id like 2 go out sometimesbut,0.40324515104293823,sympathy,negative
It sucks when you like some one but they dont feel the same for you,0.6325130462646484,sympathy,negative
Happy birthday to my little sis abi Celebrating with my family sister is now nine so crazy got her a taylor swift poster,0.5574162602424622,sympathy,positive
Listening to Im YoursJason Mraz Great song lt3,0.38379713892936707,relief,positive
i always inadvertently cause huge debates on GSF sorry,0.39844876527786255,sorrow,negative
fun day w we gotta secret amp well never tell anyone xo,0.5418212413787842,relief,positive
ohh cmon keep moving forward keep moving oneven if it takes a lifetime,0.5342769622802734,relief,negative
Hope you enjoyed the game I getting ready to watch the race from Texas on my laptop No cable so no Versus to watch it,0.624313473701477,satisfaction,negative
never drinking again Famous last words it says with its headache hangover,0.7438810467720032,sorrow,negative
Huge will call line,0.003580115968361497,relief,negative
Nice Sometimes the simplest ones are the best Evenings not men,0.561516523361206,sympathy,positive
I already read it AND commented,0.4616331458091736,relief,positive
Dont even bother,0.49548086524009705,relief,negative
yay and I are in the top 5 of Survivor 5 BoroughseI wish was there too though,0.41641873121261597,relief,negative
Im board coz no1 is following me,0.04203871637582779,relief,negative
maybe gin i still remember and loving him Now i only hope gin,0.6506895422935486,sympathy,negative
off to the recital,0.37039056420326233,relief,positive
i need some entertainment asap,0.7451451420783997,satisfaction,negative
Calling it a night see everyone in twitter land by noon EST,0.1872544139623642,relief,positive
im glad you crashed prom,0.5688037872314453,satisfaction,positive
back in MD sad sad sad miss the cruise and missing cali more thanever lt3,0.6900587677955627,sadness,negative
ive decided im done with my caffeine popping i was taking sometimes 1000mg a day feel so shitty right now haha,0.6276860237121582,sadness,negative
Cant sleep about jaws Also my eye hurts,0.6839349865913391,sorrow,negative
love the idea Their probably isnt analog speed control on that car,0.5019291639328003,relief,positive
rawr that means quoti love youquot in dinosaur,0.7001208662986755,sympathy,positive
just got in after a crazy ride on the motorcycle Love it love the weather Love Life Hope yall have a great day tweets,0.5294737815856934,sympathy,positive
just watched 90210 and Gossip girl not yet finished but i already need to sleep continutaion tomorrow morning hahahhaha,0.5190296173095703,sympathy,positive
My man just ditched tha bbq to go fishin,0.39517587423324585,relief,negative
now off to bed Im so tired,0.5164707899093628,sorrow,negative
That and biking 10 miles on the bike and 3 running today,0.44569480419158936,wonder,positive
Portugal scores on Albania in 93 to stay aliveseriously Croatia survives 12 scaregood job ampJay UAE is out fb,0.25580596923828125,satisfaction,negative
Goodnight people,0.6442919969558716,sympathy,positive
nickj what about miley HUUUUUUUUH,0.2031145542860031,rage,negative
thank you hugs,0.7786760330200195,sympathy,positive
Omg I wanna watch it Tell me how it is,0.6052806973457336,relief,positive
i miss my best friend already coming home now,0.5609479546546936,sadness,negative
